160,Which scenario is most appropriate for using the Iterator pattern?,When you need to provide a way to access elements of a collection sequentially without exposing its underlying representation,When you need to restore previous states of an object,When you need to reduce coupling between interacting objects,When you need to define a family of algorithms,A,"Iterator pattern is most appropriate when you need to provide a way to access elements of a collection sequentially without exposing its underlying representation, such as traversing lists, trees, or custom data structures.",Design patterns,,
161,Which scenario is most appropriate for using the State pattern?,When you want an object to alter its behavior when its internal state changes,When you need to notify multiple objects about changes,When you need to provide a simplified interface to a complex system,When you need to create objects by cloning existing instances,A,"State pattern is most appropriate when you want an object to alter its behavior when its internal state changes, such as state machines, game character behaviors, or workflow management systems.",Design patterns,,
162,Which scenario is most appropriate for using the Template Method pattern?,When you want to define the skeleton of an algorithm and let subclasses override specific steps,When you need to parameterize objects with operations,When you need to provide controlled access to another object,When you need to compose objects into tree structures,A,"Template Method pattern is most appropriate when you want to define the skeleton of an algorithm in a base class and let subclasses override specific steps, such as data processing pipelines, sorting algorithms, or framework hooks.",Design patterns,,
163,Which scenario is most appropriate for using the Visitor pattern?,When you want to define new operations on objects without changing their classes,When you need to ensure only one instance of a class exists,When you need to capture and restore object states,When you need to reduce memory usage by sharing objects,A,"Visitor pattern is most appropriate when you want to define new operations on objects without changing their classes, such as adding new operations to AST nodes, file system traversal, or compiler optimizations.",Design patterns,,
164,What is the main principle of Inversion of Control (IoC) in software development?,The control of object creation and dependency management is transferred from the application code to an external framework or container,Objects create their own dependencies directly within their constructors,All objects must be created using the new keyword,Dependencies are hardcoded within each class,A,"Inversion of Control (IoC) is a design principle where the control of object creation and dependency management is inverted - instead of objects creating their own dependencies, an external framework or container manages and injects these dependencies, promoting loose coupling and better testability.",Design patterns,,
165,Which of the following is the best example of aggregation in real-world modeling?,A Car has an Engine (engine cannot exist without the car),A Department has Employees (employees can exist without the department),A House has Rooms (rooms cannot exist without the house),A Book has Pages (pages cannot exist without the book),B,Aggregation represents a 'has-a' relationship where child objects can exist independently of the parent. A Department-Employee relationship is aggregation because employees can exist and work in other departments even if the current department is dissolved.,OOP Concepts,,
166,"In Java code, which example best demonstrates aggregation?",class Car { private Engine engine = new Engine(); },class Library { private List<Book> books; } // Books can be borrowed and returned,class Circle { private int radius; },class Person { private String name; },B,"In aggregation, the child objects (Books) can exist independently and can be shared among multiple parents (Libraries). Books can be moved between libraries, demonstrating the loose coupling characteristic of aggregation.",OOP Concepts,,
167,Which of the following is the best example of composition in real-world modeling?,A University has Students (students can transfer to other universities),A Team has Players (players can join other teams),"A House has Rooms (if house is destroyed, rooms cease to exist)",A Library has Books (books can be moved to other libraries),C,Composition represents a strong 'has-a' relationship where child objects cannot exist without the parent. A House-Room relationship is composition because rooms are integral parts of the house and cannot exist independently if the house is destroyed.,OOP Concepts,,
168,"In Java code, which example best demonstrates composition?",class Company { private List<Employee> employees; },class Car { private Engine engine; public Car() { this.engine = new Engine(); } },class School { private List<Student> students; },class Team { private List<Player> players; },B,"In composition, the child object (Engine) is created within the parent (Car) and cannot exist without it. When the Car object is destroyed, the Engine is also destroyed, demonstrating the strong ownership characteristic of composition.",OOP Concepts,,
169,Which of the following is the best example of generalization (inheritance) in real-world modeling?,A Car has an Engine,A Library has Books,A Dog is an Animal (Dog inherits characteristics from Animal),A House has Rooms,C,Generalization represents an 'is-a' relationship where a specific class (Dog) inherits properties and behaviors from a more general class (Animal). This demonstrates inheritance where Dog is a specialized type of Animal.,OOP Concepts,,
170,"In Java code, which example best demonstrates generalization (inheritance)?",class Car { private Engine engine; },class Manager extends Employee { private int teamSize; },class Library { private List<Book> books; },class House { private List<Room> rooms; },B,"Generalization is implemented through inheritance using the 'extends' keyword. Manager inherits all properties and methods from Employee and adds its own specific attributes, demonstrating the 'is-a' relationship where Manager is a specialized type of Employee.",OOP Concepts,,
171,What is the primary purpose of the MVC (Model-View-Controller) design pattern?,To separate application logic into three interconnected components for better organization and maintainability,To create objects by cloning existing instances,To provide a way to access elements of a collection sequentially,To reduce memory usage by sharing objects,A,"MVC pattern separates an application into three main components: Model (data and business logic), View (user interface), and Controller (handles user input and coordinates between Model and View), promoting separation of concerns and maintainability.",Design patterns,,
172,"In the MVC pattern, which component is responsible for handling user input and coordinating between the Model and View?",Model - manages data and business rules,View - displays information to the user,Controller - processes user input and coordinates Model-View interaction,Service - handles business logic processing,C,"The Controller component in MVC pattern is responsible for handling user input (such as button clicks, form submissions), processing that input, updating the Model as needed, and determining which View should be displayed to the user.",Design patterns,,
173,What is a lambda expression in Java and what are its main characteristics?,"A lambda expression is a concise way to represent anonymous functions with automatic type inference, lexical scoping, and functional interface implementation",A lambda expression is a class that implements multiple interfaces simultaneously,A lambda expression is a method that can only be called once and then destroyed,A lambda expression is a special type of loop for iterating collections,A,"Lambda expressions are anonymous functions that provide a concise way to represent instances of functional interfaces. They feature automatic type inference, lexical scoping (access to effectively final variables), and enable functional programming paradigms in Java. Introduced in Java 8, they eliminate boilerplate code of anonymous inner classes.",Lambda Expression,,
174,Which of the following is a valid lambda expression syntax in Java?,"(int x, int y) -> { return x + y; }","lambda(x, y) -> x + y","function(x, y) => x + y","def(x, y) -> return x + y",A,"The correct lambda syntax is (parameters) -> expression or (parameters) -> { statements; }. Option A shows proper syntax with explicit parameter types, arrow operator (->), and block body with return statement. The other options use incorrect keywords or syntax from other programming languages.",Lambda Expression,,
175,True or False: Lambda expressions can access and modify local variables from the enclosing scope.,TRUE,FALSE,,,B,False. Lambda expressions can only access local variables from the enclosing scope if they are effectively final (never modified after initialization). They cannot modify local variables from the enclosing scope due to variable capture restrictions. This ensures thread safety and prevents confusion about variable state.,Lambda Expression,,
176,Which statement about method references in Java is most accurate?,Method references are a more concise way to write lambda expressions when the lambda only calls an existing method,Method references can only reference static methods,Method references create new method implementations at runtime,Method references are slower than lambda expressions,A,"Method references (::) provide a shorthand notation for lambda expressions that only call an existing method. For example, String::toUpperCase is equivalent to s -> s.toUpperCase(). They can reference static methods, instance methods, and constructors, making code more readable and concise.",Lambda Expression,,
177,How do lambda expressions relate to anonymous inner classes in terms of functionality and performance?,Lambda expressions provide the same functionality as anonymous inner classes for functional interfaces but with better performance and more concise syntax,Lambda expressions are completely different from anonymous inner classes and cannot replace them,Lambda expressions are always slower than anonymous inner classes,Lambda expressions can implement multiple interfaces while anonymous inner classes cannot,A,"Lambda expressions are essentially a more efficient and concise way to implement functional interfaces compared to anonymous inner classes. The JVM optimizes lambdas using invokedynamic, avoiding the creation of separate .class files and reducing memory overhead. However, anonymous inner classes are still needed for interfaces with multiple abstract methods.",Lambda Expression,,
178,How does the JVM handle lambda expressions internally compared to anonymous inner classes?,"The JVM uses invokedynamic instruction and method handles to optimize lambda expressions, avoiding separate class file generation",The JVM creates separate .class files for each lambda expression like anonymous inner classes,The JVM converts all lambda expressions to reflection calls,The JVM treats lambda expressions exactly the same as anonymous inner classes,A,"The JVM uses invokedynamic instruction (introduced in Java 7) and method handles to implement lambda expressions efficiently. Unlike anonymous inner classes which generate separate .class files, lambdas are optimized at runtime using LambdaMetafactory, resulting in better performance and reduced memory footprint.",Lambda Expression,,
179,What is the key difference between inner classes and lambda expressions in terms of scope and 'this' reference?,"In lambda expressions, 'this' refers to the enclosing class instance; in inner classes, 'this' refers to the inner class instance","In lambda expressions, 'this' refers to the lambda instance; in inner classes, 'this' refers to the enclosing class",Both lambda expressions and inner classes handle 'this' reference identically,Lambda expressions cannot access 'this' reference at all,A,"This is a crucial difference: in lambda expressions, 'this' refers to the enclosing class instance (lexical scoping), while in inner classes, 'this' refers to the inner class instance itself. This means lambdas don't create a new scope for 'this', making them more intuitive when accessing enclosing class members.",Lambda Expression,,
180,Which of the following are key features introduced in Java 8?,"Lambda expressions, Stream API, Optional class, and default methods in interfaces",Only lambda expressions and streams,Only default methods and Optional,Only functional interfaces and method references,A,"Java 8 introduced several major features: Lambda expressions for functional programming, Stream API for processing collections, Optional class to handle null values safely, default and static methods in interfaces, new Date/Time API, method references, and functional interfaces. These features revolutionized Java programming by enabling functional programming paradigms.",Java 8 Features,,
181,What is the purpose of the Optional class in Java 8?,"To provide a container that may or may not contain a non-null value, helping to avoid NullPointerException",To store multiple values in a single object,To create immutable objects automatically,To handle exceptions in a functional way,A,"Optional<T> is a container class introduced in Java 8 to represent values that might be absent. It provides methods like isPresent(), orElse(), orElseThrow(), and map() to handle potentially null values in a more functional and safe way, reducing NullPointerException occurrences.",Java 8 Features,,
182,What are default methods in interfaces and why were they introduced in Java 8?,"Default methods allow interfaces to have method implementations, enabling interface evolution without breaking existing implementations",Default methods are abstract methods that must be implemented by all classes,Default methods are static methods that can only be called on the interface,Default methods are private methods used internally by the interface,A,Default methods (using 'default' keyword) allow interfaces to provide method implementations. They were introduced to enable interface evolution - adding new methods to existing interfaces without breaking backward compatibility with existing implementing classes. This was crucial for adding new methods to Collection interfaces for Stream API.,Java 8 Features,,
183,Which statement about the Stream API in Java 8 is most accurate?,"Streams provide a functional approach to process collections with operations like filter, map, and reduce, supporting both sequential and parallel processing",Streams are only used for file I/O operations,Streams automatically make all operations parallel,"Streams can only process arrays, not collections",A,"Stream API provides a functional approach to process data. Streams support intermediate operations (filter, map, sorted) that are lazy and terminal operations (collect, forEach, reduce) that trigger processing. They can process any data source and support both sequential and parallel execution for performance optimization.",Java 8 Features,,
184,"What is the difference between Predicate, Function, and Consumer functional interfaces in Java 8?","Predicate tests a condition (returns boolean), Function transforms input to output, Consumer performs an action without returning a value",They are all identical and interchangeable,"Predicate and Function are the same, Consumer is different",All three return the same type of result,A,"Predicate<T> represents a boolean-valued function (test method returns boolean), Function<T,R> represents a function that transforms input T to output R (apply method), and Consumer<T> represents an operation that accepts input but returns no result (accept method). These are core functional interfaces used extensively with lambda expressions and Stream API.",Java 8 Features,,
185,What new Date and Time API features were introduced in Java 8?,"LocalDate, LocalTime, LocalDateTime, ZonedDateTime classes with immutable and thread-safe design",Only SimpleDateFormat improvements,Only Calendar class enhancements,Just timezone handling improvements,A,"Java 8 introduced a completely new Date/Time API (java.time package) with immutable and thread-safe classes: LocalDate (date without time), LocalTime (time without date), LocalDateTime (date and time), ZonedDateTime (date-time with timezone), Period, Duration, and DateTimeFormatter. This replaced the problematic old Date and Calendar classes.",Java 8 Features,,
186,"Which Java 9 feature allows creating lightweight, read-only collections easily?","Collection factory methods like List.of(), Set.of(), and Map.of()",Stream collectors only,New collection interfaces,Enhanced for-each loops,A,"Java 9 introduced convenient factory methods for creating immutable collections: List.of(1, 2, 3), Set.of('a', 'b', 'c'), and Map.of('key1', 'value1', 'key2', 'value2'). These methods create compact, immutable collections that are more memory-efficient than traditional collections and throw UnsupportedOperationException on modification attempts.",Java 9 Features,,
187,What is the Java Platform Module System (JPMS) introduced in Java 9?,A module system that allows creating modular applications with explicit dependencies and encapsulation at the module level,A new package naming convention,A replacement for JAR files,A new class loading mechanism only,A,"JPMS (Project Jigsaw) introduced modules to Java, allowing developers to create modular applications. Modules are defined using module-info.java files that specify dependencies (requires), exported packages (exports), and services. This provides better encapsulation, reliable configuration, and enables creating smaller runtime images with jlink.",Java 9 Features,,
188,What is the purpose of the takeWhile() and dropWhile() methods introduced in Java 9 Stream API?,"takeWhile() takes elements while a condition is true, dropWhile() drops elements while a condition is true, both work on ordered streams",takeWhile() and dropWhile() are identical methods with different names,They only work with parallel streams,They are used for exception handling in streams,A,"takeWhile() returns elements from the beginning of the stream while the predicate is true, stopping at the first false. dropWhile() discards elements from the beginning while the predicate is true, then returns the remaining elements. Both are particularly useful with ordered streams and infinite streams: stream.takeWhile(x -> x < 5).",Java 9 Features,,
189,What new features were introduced for the Optional class in Java 9?,"stream(), ifPresentOrElse(), and or() methods for better functional programming support",Only ifPresent() method improvements,New constructors for Optional,Methods to convert Optional to Collections,A,"Java 9 enhanced Optional with: stream() method that returns a Stream with zero or one elements, ifPresentOrElse(Consumer, Runnable) for handling both present and absent cases, and or(Supplier<Optional<T>>) for providing alternative Optional values. These additions make Optional more powerful for functional programming patterns.",Java 9 Features,,
190,What is JShell and what problem does it solve in Java development?,JShell is Java's REPL (Read-Eval-Print Loop) tool that allows interactive Java code execution without creating full programs,JShell is a new IDE for Java development,JShell is a testing framework for Java applications,JShell is a deployment tool for Java applications,A,"JShell is Java's interactive REPL tool introduced in Java 9. It allows developers to execute Java code snippets, test APIs, prototype solutions, and learn Java interactively without the overhead of creating complete programs with main methods and compilation. It's excellent for experimentation and educational purposes.",Java 9 Features,,
191,Which improvements were made to the Process API in Java 9?,"Enhanced process management with ProcessHandle interface, process information access, and better process tree navigation",Only new process creation methods,Only process termination improvements,Just performance optimizations,A,"Java 9 significantly improved the Process API with ProcessHandle interface for accessing process information (PID, command, arguments, start time), ProcessHandle.Info for detailed process data, onExit() method returning CompletableFuture<ProcessHandle>, and better process tree navigation with children() and descendants() methods.",Java 9 Features,,
192,Which Java 9 feature provides a way to create HTTP clients that support HTTP/2 and WebSocket protocols?,HttpClient,HttpURLConnection,HttpClientBuilder,Http2Client,A,"Java 9 introduced the HttpClient API (java.net.http.HttpClient) that supports HTTP/2 and WebSocket protocols. It provides a modern, fluent API for making HTTP requests and handling responses, with support for reactive programming through the new Flow API. This client is intended to eventually replace the legacy HttpURLConnection.",Java 9 Features,,
193,What is the purpose of the Flow API introduced in Java 9?,To provide a standard for reactive streams in Java,To replace the Collection framework,To provide a new way to handle concurrency,To replace the Stream API,A,"The Flow API (java.util.concurrent.Flow) introduced in Java 9 provides a standard for reactive streams in Java. It includes interfaces for publishers, subscribers, and processors to support asynchronous stream processing with non-blocking back pressure. This API enables building reactive applications that can efficiently handle dynamic data streams.",Java 9 Features,,
194,What is the significance of the Multi-Release JAR feature introduced in Java 9?,"It allows a single JAR file to contain classes for multiple Java versions, simplifying distribution and deployment",It enables JAR files to be split into multiple parts for better organization,It allows JAR files to contain native code for different platforms,It is used to compress JAR files more efficiently,A,"Multi-Release JAR feature allows a JAR file to contain different versions of class files for different Java versions. This is specified in the JAR's META-INF/MANIFEST.MF file with Multi-Release: true, and version-specific classes are placed in META-INF/versions/N/ directories. It enables backward compatibility and smoother upgrades to new Java versions.",Java 9 Features,,
195,What enhancements were made to the Stack-Walking API in Java 9?,It allows efficient and flexible traversal of stack frames with filtering and lazy evaluation,It replaces the need for try-catch blocks,It provides a way to capture and restore stack traces,It is used for analyzing memory usage,A,"The Stack-Walking API (java.lang.StackWalker) introduced in Java 9 provides a way to traverse stack frames with more efficiency and flexibility. It allows filtering of stack frames, lazy evaluation, and access to class and method names without the need to create full stack trace elements, improving performance in stack trace analysis.",Java 9 Features,,
196,What is the Compact Strings feature in Java 9?,It optimizes memory usage for Strings by using byte arrays instead of char arrays for strings that contain only Latin-1 characters,It compresses all String data to save space,It is a new way to intern Strings,It changes the visibility of String fields,A,Compact Strings is an optimization in Java 9 that changes the internal representation of String objects to use byte arrays instead of char arrays when the string contains only Latin-1 characters. This can reduce the memory footprint of String objects by up to 50% for applications that use a lot of Latin-1 encoded text.,Java 9 Features,,
197,Which Garbage Collection improvement was introduced in Java 9?,A completely new garbage collector,G1 became the default garbage collector and CMS was deprecated,Only performance improvements to existing collectors,Removal of all old garbage collectors,B,"Java 9 made G1 (Garbage First) the default garbage collector for server-class machines, replacing Parallel GC. It also deprecated the Concurrent Mark Sweep (CMS) collector. G1 provides better predictable pause times and improved performance for large heap sizes, making it suitable for modern applications with large memory requirements.",Java 9 Features,,
198,What is the improved try-with-resources statement in Java 9?,It allows using any variable as a resource without needing to declare it in the try statement,It requires all resources to implement AutoCloseable,It can only close one resource at a time,It is the same as in Java 8,A,The try-with-resources statement in Java 9 allows variables that are effectively final to be used as resources without redeclaring them in the try statement. This simplifies the code when the resource is already defined and initialized before the try block.,Java 9 Features,,
199,What new features were added to Javadoc in Java 9?,Only HTML5 support,Search functionality within generated documentation and HTML5 support,Just new styling options,Only modular documentation,B,"Java 9 enhanced Javadoc with search functionality allowing users to search for classes, methods, and fields within the generated documentation. It also added HTML5 support, improved styling, and better support for modular applications, making documentation more interactive and user-friendly.",Java 9 Features,,
200,What new private methods in interfaces introduced in Java 9?,Private methods can be overridden by implementing classes,Private methods allow sharing common code between default and static methods within the same interface,Private methods replace default methods,Private methods can be called from outside the interface,B,Java 9 introduced private methods in interfaces to share common code between default and static methods within the same interface. This promotes code reuse and better organization without exposing implementation details to implementing classes. Private methods cannot be overridden or accessed from outside the interface.,Java 9 Features,,
201,What is the HTTP/2 Client (Incubator) introduced in Java 9?,A replacement for URLConnection with HTTP/2 support,A web server implementation,A browser engine,A REST framework,A,"Java 9 introduced an incubator HTTP/2 Client API (jdk.incubator.httpclient module) providing modern HTTP client functionality with HTTP/2 support, WebSocket support, and reactive streams. It was incubating in Java 9, evolved in Java 10, and became standard in Java 11 as java.net.http.",Java 9 Features,,
202,What are Reactive Streams in Java 9?,A new collection framework,A specification for asynchronous stream processing with non-blocking back pressure,A replacement for Java Streams,A concurrent programming model,B,"Java 9 introduced Reactive Streams API (java.util.concurrent.Flow) providing interfaces for asynchronous stream processing with non-blocking back pressure: Flow.Publisher, Flow.Subscriber, Flow.Subscription, and Flow.Processor. This enables building reactive applications that can handle data streams efficiently without blocking.",Java 9 Features,,
203,What are Multi-Release JARs in Java 9?,JARs that can contain code for multiple programming languages,JARs that can contain version-specific class files for different Java versions,JARs that can be split across multiple files,JARs that support multiple compression formats,B,"Multi-Release JARs allow a single JAR file to contain different versions of class files for different Java versions. The META-INF/MANIFEST.MF contains Multi-Release: true, and version-specific classes are stored in META-INF/versions/N/ directories, enabling backward compatibility while using newer Java features.",Java 9 Features,,
204,What is the Stack-Walking API introduced in Java 9?,A debugging tool for analyzing stack traces,An efficient API for traversing stack frames using StackWalker class,A profiling tool for performance analysis,A method for stack memory management,B,"Java 9 introduced the Stack-Walking API with the StackWalker class providing efficient and flexible stack frame traversal. It allows filtering stack frames, lazy evaluation, and better performance compared to Thread.getStackTrace(). It supports different options like RETAIN_CLASS_REFERENCE and SHOW_HIDDEN_FRAMES.",Java 9 Features,,
205,What is Compact Strings optimization in Java 9?,A new String compression algorithm,An internal optimization where String uses byte[] instead of char[] when possible to save memory,A way to remove spaces from strings,A method for string interning,B,"Java 9 introduced Compact Strings optimization where String class internally uses byte[] array instead of char[] when the string contains only Latin-1 characters (each character fits in one byte). This can reduce memory usage by up to 50% for applications with primarily Latin-1 strings, while maintaining full compatibility.",Java 9 Features,,
206,Which Garbage Collection improvement was introduced in Java 9?,A completely new garbage collector,G1 became the default garbage collector and CMS was deprecated,Only performance improvements to existing collectors,Removal of all old garbage collectors,B,"Java 9 made G1 (Garbage First) the default garbage collector for server-class machines, replacing Parallel GC. It also deprecated the Concurrent Mark Sweep (CMS) collector. G1 provides better predictable pause times and improved performance for large heap sizes, making it suitable for modern applications with large memory requirements.",Java 9 Features,,
207,What enhancement did Java 9 bring to Javadoc generation?,Only HTML5 support,Search functionality within generated documentation and HTML5 support,Just new styling options,Only modular documentation,B,"Java 9 enhanced Javadoc with search functionality allowing users to search for classes, methods, and fields within the generated documentation. It also added HTML5 support, improved styling, and better support for modular applications, making documentation more interactive and user-friendly.",Java 9 Features,,
208,What new capability do private methods in interfaces provide in Java 9?,Private methods can be overridden by implementing classes,Private methods allow sharing common code between default and static methods within the same interface,Private methods replace default methods,Private methods can be called from outside the interface,B,Java 9 introduced private methods in interfaces to share common code between default and static methods within the same interface. This promotes code reuse and better organization without exposing implementation details to implementing classes. Private methods cannot be overridden or accessed from outside the interface.,Java 9 Features,,
209,How did Java 9 enhance the try-with-resources statement?,It allows using any variable in try-with-resources,It enables effectively final variables declared before the try statement to be used directly,It removes the need for AutoCloseable interface,It allows multiple catch blocks for resources,B,Java 9 enhanced try-with-resources by allowing effectively final variables declared before the try statement to be used directly without re-declaration. Before Java 9: try (MyResource res = myResource) { }. Java 9: try (myResource) { } where myResource is effectively final.,Java 9 Features,,
210,What is the HTTP/2 Client (Incubator) introduced in Java 9?,A replacement for URLConnection with HTTP/2 support,A web server implementation,A browser engine,A REST framework,A,"Java 9 introduced an incubator HTTP/2 Client API (jdk.incubator.httpclient module) providing modern HTTP client functionality with HTTP/2 support, WebSocket support, and reactive streams. It was incubating in Java 9, evolved in Java 10, and became standard in Java 11 as java.net.http.",Java 9 Features,,
211,What are Reactive Streams in Java 9?,A new collection framework,A specification for asynchronous stream processing with non-blocking back pressure,A replacement for Java Streams,A concurrent programming model,B,"Java 9 introduced Reactive Streams API (java.util.concurrent.Flow) providing interfaces for asynchronous stream processing with non-blocking back pressure: Flow.Publisher, Flow.Subscriber, Flow.Subscription, and Flow.Processor. This enables building reactive applications that can handle data streams efficiently without blocking.",Java 9 Features,,
212,What are Multi-Release JARs in Java 9?,JARs that can contain code for multiple programming languages,JARs that can contain version-specific class files for different Java versions,JARs that can be split across multiple files,JARs that support multiple compression formats,B,"Multi-Release JARs allow a single JAR file to contain different versions of class files for different Java versions. The META-INF/MANIFEST.MF contains Multi-Release: true, and version-specific classes are stored in META-INF/versions/N/ directories, enabling backward compatibility while using newer Java features.",Java 9 Features,,
213,What is the Stack-Walking API introduced in Java 9?,A debugging tool for analyzing stack traces,An efficient API for traversing stack frames using StackWalker class,A profiling tool for performance analysis,A method for stack memory management,B,"Java 9 introduced the Stack-Walking API with the StackWalker class providing efficient and flexible stack frame traversal. It allows filtering stack frames, lazy evaluation, and better performance compared to Thread.getStackTrace(). It supports different options like RETAIN_CLASS_REFERENCE and SHOW_HIDDEN_FRAMES.",Java 9 Features,,
214,What is Compact Strings optimization in Java 9?,A new String compression algorithm,An internal optimization where String uses byte[] instead of char[] when possible to save memory,A way to remove spaces from strings,A method for string interning,B,"Java 9 introduced Compact Strings optimization where String class internally uses byte[] array instead of char[] when the string contains only Latin-1 characters (each character fits in one byte). This can reduce memory usage by up to 50% for applications with primarily Latin-1 strings, while maintaining full compatibility.",Java 9 Features,,
215,Which Garbage Collection improvement was introduced in Java 9?,A completely new garbage collector,G1 became the default garbage collector and CMS was deprecated,Only performance improvements to existing collectors,Removal of all old garbage collectors,B,"Java 9 made G1 (Garbage First) the default garbage collector for server-class machines, replacing Parallel GC. It also deprecated the Concurrent Mark Sweep (CMS) collector. G1 provides better predictable pause times and improved performance for large heap sizes, making it suitable for modern applications with large memory requirements.",Java 9 Features,,
216,What is the difference between wait() and sleep() methods in Java?,"wait() releases the lock and must be called in synchronized context, sleep() does not release the lock","sleep() releases the lock, wait() does not",Both release locks,Neither releases locks,A,"wait() releases the object's monitor lock and must be called within synchronized context, while sleep() does not release any locks and can be called anywhere. wait() is used for inter-thread communication, sleep() for pausing execution.",Concurrency,,
217,Which method must be called from within a synchronized context?,sleep(),wait(),run(),start(),B,"The wait() method must be called from within a synchronized context (synchronized method or block). Calling wait() outside synchronized context throws IllegalMonitorStateException. This is because wait() releases the monitor lock, which the thread must own first.",Concurrency,,
218,What is deadlock in Java concurrency?,"A situation where two or more threads are blocked forever, each waiting for the other to release a resource",A method to stop all threads,A way to speed up thread execution,A type of thread pool,A,"Deadlock occurs when two or more threads are blocked indefinitely, each waiting for the other to release a resource. For example, Thread A holds Resource 1 and waits for Resource 2, while Thread B holds Resource 2 and waits for Resource 1. This creates a circular dependency that prevents progress.",Concurrency,,
219,What is the purpose of the volatile keyword in Java?,To make variables faster,To ensure visibility of changes to variables across threads,To create new threads,To synchronize methods,B,"The volatile keyword ensures that changes to a variable are visible to all threads immediately. It prevents thread-local caching of the variable and provides a happens-before relationship. However, volatile alone doesn't provide atomicity for compound operations like increment.",Concurrency,,
220,What is the difference between ExecutorService and ThreadPoolExecutor?,"ExecutorService is an interface, ThreadPoolExecutor is a concrete implementation",They are the same thing,"ExecutorService is a class, ThreadPoolExecutor is an interface",ExecutorService is deprecated,A,"ExecutorService is an interface that provides methods for managing and controlling thread execution. ThreadPoolExecutor is a concrete implementation of ExecutorService that provides a flexible thread pool with configurable core size, maximum size, keep-alive time, and work queue.",Concurrency,,
221,What is the purpose of the join() method in Thread class?,To combine two threads into one,To wait for a thread to complete before continuing,To start a thread,To stop a thread,B,"The join() method allows one thread to wait for another thread to complete its execution. When thread A calls threadB.join(), thread A will block until thread B finishes. This is useful for ensuring that dependent operations complete in the correct order.",Concurrency,,
222,What happens when a thread calls wait() method?,The thread continues execution,The thread releases the lock and goes into waiting state until notified,The thread terminates,The thread sleeps for a specified time,B,"When a thread calls wait(), it releases the object's monitor lock and enters the waiting state. The thread remains in this state until another thread calls notify() or notifyAll() on the same object, or until the optional timeout expires. The thread must reacquire the lock before continuing execution.",Concurrency,,
223,What is the difference between notify() and notifyAll() methods?,"notify() wakes up one waiting thread, notifyAll() wakes up all waiting threads",They are identical methods,"notify() wakes up all threads, notifyAll() wakes up one thread",Both methods stop threads,A,"notify() wakes up only one arbitrary thread that is waiting on the object's monitor, while notifyAll() wakes up all threads waiting on the object's monitor. Using notifyAll() is generally safer as it avoids the risk of missing notifications, but notify() can be more efficient when you know only one thread should proceed.",Concurrency,,
224,What is the main difference between String and StringBuffer?,"String is mutable, StringBuffer is immutable","String is immutable, StringBuffer is mutable",Both are mutable,Both are immutable,B,"String objects are immutable (cannot be changed after creation), while StringBuffer objects are mutable (can be modified after creation). This makes StringBuffer more efficient for multiple string modifications.",Java basics,,
225,Which method is used to append text to a StringBuffer?,add(),append(),concat(),insert(),B,"The append() method is used to add text to the end of a StringBuffer. It returns the same StringBuffer object, allowing method chaining like sb.append('Hello').append(' World').",Java basics,,
226,What is the difference between StringBuffer and StringBuilder?,"StringBuffer is synchronized, StringBuilder is not","StringBuilder is synchronized, StringBuffer is not",Both are synchronized,Neither is synchronized,A,"StringBuffer methods are synchronized (thread-safe), making it slower but safe for multi-threaded environments. StringBuilder is not synchronized, making it faster but not thread-safe.",Java basics,,
227,Which method returns the current capacity of a StringBuffer?,size(),length(),capacity(),maxSize(),C,"The capacity() method returns the current capacity (allocated space) of the StringBuffer, while length() returns the number of characters currently stored. Capacity is usually larger than length to allow for growth.",Java basics,,
228,What happens when a StringBuffer exceeds its capacity?,Throws an exception,Automatically increases capacity,Data is truncated,Nothing happens,B,"When a StringBuffer exceeds its current capacity, it automatically increases the capacity (usually doubles it plus 2) to accommodate the new data. This process is called automatic expansion.",Java basics,,
229,Which method is used to remove characters from a StringBuffer?,remove(),delete(),clear(),erase(),B,"The delete(int start, int end) method removes characters from the specified start index (inclusive) to end index (exclusive). There's also deleteCharAt(int index) to remove a single character.",Java basics,,
230,What is the purpose of the Iterator interface in Java?,To create objects,To provide a way to access elements of a collection sequentially,To sort collections,To compare objects,B,"Iterator interface provides a standard way to traverse (access elements sequentially) through collections like ArrayList, HashSet, etc., without exposing the underlying implementation details.",Collections,,
231,Which method checks if there are more elements in an Iterator?,hasNext(),hasMore(),next(),available(),A,"The hasNext() method returns true if there are more elements to iterate over, false otherwise. It should be called before next() to avoid NoSuchElementException.",Collections,,
232,What does the next() method do in an Iterator?,Returns the current element,Returns the next element and advances the iterator,Checks if next element exists,Skips the next element,B,"The next() method returns the next element in the iteration and advances the iterator position. If no more elements exist, it throws NoSuchElementException.",Collections,,
233,Which method is used to remove an element during iteration?,delete(),remove(),erase(),clear(),B,The remove() method removes the last element returned by next() from the underlying collection. It can only be called once per call to next() and must be called after next().,Collections,,
234,What exception is thrown when calling next() on an Iterator with no more elements?,IllegalStateException,IndexOutOfBoundsException,NoSuchElementException,NullPointerException,C,NoSuchElementException is thrown when next() is called on an Iterator that has no more elements. Always use hasNext() to check before calling next().,Collections,,
235,Which type of Iterator allows bidirectional traversal?,Iterator,ListIterator,BidirectionalIterator,ReverseIterator,B,"ListIterator extends Iterator and provides bidirectional traversal with additional methods like hasPrevious(), previous(), and the ability to add/set elements during iteration.",Collections,,
