168,Which keyword is used for class inheritance?,implements,extends,inherits,super,B,The 'extends' keyword is used when a class inherits from another class (superclass to subclass relationship).,OOP Concepts,text,
169,Can a class implement multiple interfaces?,"No, only one interface","No, only one interface",Only if they are abstract,Only if using extends,B,A class can implement multiple interfaces using the 'implements' keyword with interfaces separated by commas.,OOP Concepts,text,
170,What happens if you don't implement an abstract method in a subclass?,Compilation error,Compilation error,Method is ignored,Automatic implementation,A,"If a subclass doesn't implement all abstract methods from its parent abstract class, it results in a compilation error.",OOP Concepts,text,
171,Can an abstract class be instantiated?,"Yes, with new keyword","Yes, with new keyword",Only through subclasses,Only if all methods are concrete,B,Abstract classes cannot be instantiated directly - you can only create objects of concrete subclasses.,OOP Concepts,text,
172,What is the purpose of the 'abstract' keyword?,To create objects,To create objects,To make methods static,To hide implementation,B,The 'abstract' keyword declares that a method has no implementation or a class cannot be instantiated and may contain abstract methods.,OOP Concepts,text,
173,"In method overriding, can you change the return type?",Incorrect,"Yes, any return type","Yes, but only to subtype (covariant)",Only to primitive types,C,"In method overriding, you can change the return type to a subtype (covariant return type) but not to a completely different type.",OOP Concepts,text,
174,Which access modifier allows the most restrictive access in inheritance?,public,Incorrect,private,default,C,Private members are not inherited - subclasses cannot access private members of the superclass directly.,OOP Concepts,text,
175,What is the difference between 'extends' and 'implements'?,No difference,No difference,"implements: class inheritance, extends: interface implementation",Both are used for interfaces,B,"'extends' is used for class inheritance (is-a relationship), while 'implements' is used for interface implementation (can-do relationship).",OOP Concepts,text,
176,Can an interface extend another interface?,"No, interfaces cannot extend","No, interfaces cannot extend","Yes, using 'implements' keyword",Only if both are abstract,B,"Interfaces can extend other interfaces using the 'extends' keyword, creating an inheritance hierarchy of interfaces.",OOP Concepts,text,
177,What is abstraction achieved through in Java?,Only concrete classes,Only concrete classes,Only primitive types,Only static methods,B,Abstraction in Java is achieved through abstract classes (partial abstraction) and interfaces (complete abstraction).,OOP Concepts,text,
178,What is the purpose of exception handling in Java?,To make code run faster,To make code run faster,To compile code,To optimize memory usage,B,"Exception handling allows programs to catch and handle runtime errors gracefully, preventing unexpected program termination.",Exception Handling,text,
179,Which keyword is used to throw an exception manually?,throws,throws,catch,finally,B,"The 'throw' keyword is used to manually throw an exception, while 'throws' is used in method declarations.",Exception Handling,text,
180,What is the correct order of try-catch-finally blocks?,finally-try-catch,finally-try-catch,try-catch-finally,try-finally-catch,C,"The correct order is try block first, followed by catch block(s), and finally the finally block.",Exception Handling,text,
181,When does the finally block execute?,Incorrect,Only when exception occurs,"Always, regardless of exception",Never,C,"The finally block always executes, whether an exception occurs or not, making it ideal for cleanup code.",Exception Handling,text,
182,Can you have multiple catch blocks for a single try block?,"No, only one catch allowed","No, only one catch allowed",Only with finally block,Only for checked exceptions,B,Multiple catch blocks can be used to handle different types of exceptions that might be thrown by the try block.,Exception Handling,text,
183,What happens if an exception is not caught?,Program continues normally,Program continues normally,Program terminates with error message,Exception is automatically handled,C,"If an exception is not caught, it propagates up the call stack and eventually terminates the program with an error message.",Exception Handling,text,
184,Which class do all exceptions inherit from?,Exception,Exception,Throwable,RuntimeException,C,"All exceptions and errors in Java inherit from the Throwable class, which is the superclass of all errors and exceptions.",Exception Handling,text,
185,What is the difference between checked and unchecked exceptions?,No difference,No difference,"Unchecked: must be declared, Checked: optional",Both must always be handled,B,"Checked exceptions must be declared in throws clause or handled, while unchecked exceptions (RuntimeException) are optional to handle.",Exception Handling,text,
186,Which of these is a checked exception?,NullPointerException,NullPointerException,IOException,ArithmeticException,C,"IOException is a checked exception that must be handled or declared, while the others are unchecked RuntimeExceptions.",Exception Handling,text,
187,How do you create a custom exception class?,Extend Exception or RuntimeException,Extend Exception or RuntimeException,Use @Exception annotation,Create static methods only,A,Custom exceptions are created by extending Exception class (checked) or RuntimeException class (unchecked).,Exception Handling,text,
188,Can the finally block be skipped?,"No, it always executes","No, it always executes","Yes, if System.exit() is called",Only in try-with-resources,C,"The finally block can be skipped only in extreme cases like System.exit() or JVM crash, otherwise it always executes.",Exception Handling,text,
189,What is try-with-resources used for?,Handling multiple exceptions,Handling multiple exceptions,Creating custom exceptions,Nested try blocks,B,"Try-with-resources automatically manages resources that implement AutoCloseable, ensuring they are closed after use.",Exception Handling,text,
190,Which exception is thrown for array index out of bounds?,IndexOutOfBoundsException,ArrayIndexOutOfBoundsException,ArrayException,BoundsException,B,ArrayIndexOutOfBoundsException is thrown when trying to access an array element with an invalid index.,Exception Handling,text,
191,Can you catch multiple exception types in a single catch block?,"No, one type per catch","No, one type per catch",Only related exceptions,Only checked exceptions,B,Java 7+ allows catching multiple exception types in a single catch block using the pipe (|) operator.,Exception Handling,text,
192,What is the purpose of the throws keyword?,To throw an exception,To throw an exception,To catch exceptions,To handle exceptions,B,The 'throws' keyword in method declaration indicates that the method might throw the specified exceptions.,Exception Handling,text,
193,Which block is optional in exception handling?,try,try,finally,All are required,C,"The finally block is optional - you can have try-catch or try-finally, but try block always needs at least catch or finally.",Exception Handling,text,
194,What happens if an exception occurs in the finally block?,It's ignored,It's ignored,It's added to previous exception,Compilation error,B,"If an exception occurs in the finally block, it suppresses any exception from the try-catch blocks.",Exception Handling,text,
195,Which method is used to get exception details?,getException(),getException(),getDetails(),getError(),B,The getMessage() method returns a detailed message about the exception that occurred.,Exception Handling,text,
196,Can you have a try block without catch?,"No, catch is mandatory","No, catch is mandatory",Only with throws declaration,Only for unchecked exceptions,B,A try block can exist without catch if there's a finally block (try-finally construct).,Exception Handling,text,
197,What is exception propagation?,Throwing multiple exceptions,Throwing multiple exceptions,Catching all exceptions,Creating custom exceptions,B,Exception propagation is the process of passing an uncaught exception up through the method call stack.,Exception Handling,text,
198,What are wrapper classes in Java?,Classes that wrap primitive data types into objects,Incorrect,Classes for exception handling,Classes for file operations,A,"Wrapper classes (Integer, Double, Boolean, etc.) wrap primitive data types into objects, allowing primitives to be used where objects are required.",Wrapper Classes & Generics,text,
199,Which wrapper class corresponds to the int primitive type?,Incorrect,Int,Integer,IntegerWrapper,C,The Integer class is the wrapper class for the int primitive type in Java.,Wrapper Classes & Generics,text,
200,What is autoboxing in Java?,Manual conversion of primitives to objects,Manual conversion of primitives to objects,Creating boxes for objects,Automatic memory management,B,Autoboxing is the automatic conversion of primitive types to their corresponding wrapper class objects.,Wrapper Classes & Generics,text,
201,What is unboxing in Java?,Removing objects from memory,Automatic conversion of wrapper objects to primitives.,Manual object destruction,Opening compressed files,B,Unboxing is the automatic conversion of wrapper class objects back to their corresponding primitive types.,Wrapper Classes & Generics,text,
202,Which of the following demonstrates autoboxing?,int x = new Integer(5);,int x = new Integer(5);,int x = 5;,Integer x = new Integer(5);,B,Integer x = 5; demonstrates autoboxing where the primitive int 5 is automatically converted to an Integer object.,Wrapper Classes & Generics,text,
203,What are generics in Java?,A way to create generic methods only,A way to create generic methods only,Runtime type checking,Generic exception handling,B,"Generics provide compile-time type safety by allowing classes, interfaces, and methods to operate on parameterized types.",Wrapper Classes & Generics,text,
204,What is the syntax for declaring a generic class?,class MyClass<T>,class MyClass<T>,class MyClass(T),class MyClass{T},A,Generic classes are declared using angle brackets with type parameters: class MyClass<T> where T is the type parameter.,Wrapper Classes & Generics,text,
205,Which wrapper class method converts a string to an integer?,Integer.convert(),Integer.convert(),Integer.toInt(),Integer.valueOf(),B,"Integer.parseInt() converts a string representation of a number to an int primitive, while valueOf() returns an Integer object.",Wrapper Classes & Generics,text,
206,What does the diamond operator <> do in generics?,Creates empty generics,Creates empty generics,Removes generics,Creates diamond shapes,B,"The diamond operator <> (Java 7+) allows the compiler to infer the generic type from the context, reducing code verbosity.",Wrapper Classes & Generics,text,
207,Can primitive types be used as generic type parameters?,"Yes, always",No,Only int and double,Only with wrapper classes,B,Primitive types cannot be used directly as generic type parameters; only reference types (including wrapper classes) are allowed.,Wrapper Classes & Generics,text,
208,What is a bounded type parameter in generics?,A parameter with no restrictions,A parameter with no restrictions,A parameter with maximum size,A parameter for primitive types only,B,Bounded type parameters use 'extends' or 'super' keywords to restrict the types that can be used as generic arguments.,Wrapper Classes & Generics,text,
209,Which is correct for creating a generic List of Integers?,List<int> list = new ArrayList<>();,List<int> list = new ArrayList<>();,List[Integer] list = new ArrayList[];,List(Integer) list = new ArrayList();,B,"Generic collections require wrapper classes, so List<Integer> is correct, not List<int> since primitives cannot be generic parameters.",Wrapper Classes & Generics,text,
210,What is type erasure in Java generics?,Removing all types,Removing all types,Runtime type checking,Deleting generic classes,B,"Type erasure is the process where generic type information is removed at compile time, making generics a compile-time feature only.",Wrapper Classes & Generics,text,
211,Which wrapper class corresponds to the boolean primitive?,Bool,Bool,Boolean,BooleanWrapper,C,The Boolean class is the wrapper class for the boolean primitive type in Java.,Wrapper Classes & Generics,text,
212,What happens during unboxing if the wrapper object is null?,Returns default value,Throws a NullPointerException,Returns 0,Compilation error,B,Unboxing a null wrapper object throws a NullPointerException at runtime since null cannot be converted to a primitive value.,Wrapper Classes & Generics,text,
213,What is the wildcard character used in generics?,*,*,#,&,B,"The question mark (?) is used as a wildcard in generics to represent an unknown type, often used with bounded wildcards.",Wrapper Classes & Generics,text,
214,Which is an example of upper bounded wildcard?,( --- List<? extends Number> --- ),Incorrect,(---List<? implements Number>---),(---List<? Number>---),A,List<? extends Number> is an upper bounded wildcard that accepts Number or any of its subtypes.,Wrapper Classes & Generics,text,
215,What does List<? super Integer> represent?,List of Integer only,List of Integer only,List of Integer subtypes,Invalid syntax,B,"List<? super Integer> is a lower bounded wildcard that accepts Integer or any of its supertypes (Number, Object).",Wrapper Classes & Generics,text,
216,Can you override methods with different generic parameters?,"Yes, always","Yes, always",Only with wildcards,Only with bounded types,B,"Methods with different generic parameters are considered overloaded, not overridden, due to type erasure making signatures identical.",Wrapper Classes & Generics,text,
217,What is the difference between Integer.valueOf() and Integer.parseInt()?,No difference,No difference,"parseInt() returns Integer, valueOf() returns int",Both return String,B,Integer.valueOf() returns an Integer object while Integer.parseInt() returns an int primitive value.,Wrapper Classes & Generics,text,
218,What is the difference between == and .equals() when comparing wrapper objects?,No difference,"(==) compares references, .equals() compares values","(==) compares values, .equals() compares references",Both always return true,B,"== compares object references while .equals() compares the actual values. Due to Integer caching (-128 to 127), == may work for small values but fail for larger ones.",Wrapper Classes & Generics,text,
219,What is Integer caching in Java?,Caching all Integer objects,Caching all Integer objects,Caching only positive integers,No caching exists,B,"Java caches Integer objects from -128 to 127 for performance optimization, so == comparison works for this range but not beyond.",Wrapper Classes & Generics,text,
220,Can you use generics with arrays?,"Yes, fully supported","Yes, fully supported",Only with wrapper classes,Only at runtime,B,Arrays cannot use generics directly due to type erasure. You cannot create new T[10] or List<String>[] in generic code.,Wrapper Classes & Generics,text,
221,What does PECS stand for in generics?,Producer Extends Consumer Super,Producer Extends Consumer Super,Producer Error Consumer Safe,Producer Equal Consumer Same,A,"PECS (Producer Extends, Consumer Super) is a guideline: use extends when you read from a collection, super when you write to it.",Wrapper Classes & Generics,text,
222,What happens when you assign null to a primitive via unboxing?,Assigns 0,Assigns 1,Throws NullPointerException,Compilation error,C,Attempting to unbox a null wrapper object to a primitive throws a NullPointerException at runtime.,Wrapper Classes & Generics,text,
223,Which is correct for generic method declaration?,public < T > void method(T t),Incorrect,public void method < T > (T t),public T<> method(T t),A,Generic methods declare type parameters before the return type: public <T> void method(T t) or public <T> T method(T t).,Wrapper Classes & Generics,text,
224,What is a raw type in generics?,A primitive type,A primitive type,A type parameter,An uncompiled type,B,"A raw type is a generic class or interface used without specifying type parameters, like List instead of List<String>.",Wrapper Classes & Generics,text,
225,Can you create an instance of a generic type parameter?,"Yes, always","Yes, always",Only with new T(),Only with reflection,B,You cannot create instances of generic type parameters directly (new T()) because of type erasure - the actual type is unknown at runtime.,Wrapper Classes & Generics,text,
226,What is the Java Collections Framework?,A framework for creating collections of classes,A framework for creating collections of classes,A framework for file collections,A database framework,B,"The Java Collections Framework is a unified architecture for representing and manipulating collections, providing interfaces, implementations, and algorithms.",Collections Framework,text,
227,Which interface is at the root of the Collections hierarchy?,List,List,Collection,Map,C,"The Collection interface is the root interface of the Collections hierarchy, extended by List, Set, and Queue interfaces.",Collections Framework,text,
228,What is the difference between List and Set?,No difference,No difference,"Set allows duplicates, List does not",Both are the same interface,B,"List allows duplicate elements and maintains insertion order, while Set does not allow duplicate elements.",Collections Framework,text,
229,Which List implementation provides the best performance for random access?,LinkedList,ArrayList,Vector,Stack,B,ArrayList provides the best performance for random access due to its underlying array structure with O(1) access time.,Collections Framework,text,
230,Which List implementation is best for frequent insertions and deletions?,ArrayList,ArrayList,Vector,Stack,B,"LinkedList is best for frequent insertions and deletions, especially in the middle, due to its doubly-linked list structure.",Collections Framework,text,
231,What is the difference between ArrayList and Vector?,Incorrect,No difference,"Vector is synchronized, ArrayList is not",Both are always synchronized,C,"Vector is synchronized (thread-safe) while ArrayList is not synchronized, making ArrayList faster in single-threaded environments.",Collections Framework,text,
232,Which Set implementation maintains insertion order?,HashSet,HashSet,LinkedHashSet,EnumSet,C,LinkedHashSet maintains the insertion order of elements while providing the uniqueness guarantee of a Set.,Collections Framework,text,
233,Which Set implementation keeps elements sorted?,HashSet,Incorrect,TreeSet,EnumSet,C,TreeSet keeps elements sorted according to their natural ordering or a provided Comparator.,Collections Framework,text,
234,Does Map extend the Collection interface?,Yes,Yes,Only HashMap does,Only TreeMap does,B,Map does not extend the Collection interface; it's a separate interface hierarchy for key-value pair collections.,Collections Framework,text,
235,Which Map implementation allows null keys?,HashMap,HashMap,Hashtable,All of them,A,"HashMap allows one null key and multiple null values, while TreeMap and Hashtable do not allow null keys.",Collections Framework,text,
236,What is the difference between HashMap and Hashtable?,No difference,No difference,"Hashtable is synchronized, HashMap is not",Both allow null keys,C,"Hashtable is synchronized (thread-safe) and doesn't allow null keys/values, while HashMap is not synchronized and allows null keys/values.",Collections Framework,text,
237,Which Map implementation keeps entries sorted by keys?,HashMap,HashMap,TreeMap,Hashtable,C,TreeMap keeps entries sorted by keys according to their natural ordering or a provided Comparator.,Collections Framework,text,
238,What does the LinkedHashMap maintain?,Only key sorting,Only key sorting,Insertion order or access order,Random order,C,"LinkedHashMap maintains either insertion order (default) or access order of entries, depending on the constructor used.",Collections Framework,text,
239,Which interface represents a collection that does not allow duplicates?,List,List,Map,Queue,B,Set interface represents a collection that cannot contain duplicate elements.,Collections Framework,text,
240,What is the purpose of the Iterator interface?,To create collections,To create collections,To sort collections,To synchronize collections,B,Iterator provides a standard way to traverse through collections without exposing the underlying implementation.,Collections Framework,text,
241,Which method is used to add elements to a Collection?,insert(),add(),put(),append(),B,"The add() method is used to add elements to a Collection, returning true if the collection changed.",Collections Framework,text,
242,What is the difference between remove() and clear() methods?,No difference,"remove() removes one element, clear() removes allNo difference","clear() removes one element, remove() removes all",Both remove all elements,B,"remove() removes a single specified element, while clear() removes all elements from the collection.",Collections Framework,text,
243,"Which collection is best for LIFO (Last In, First Out) operations?",ArrayList,ArrayList,Stack,Queue,C,"Stack is designed for LIFO operations with push() and pop() methods, though Deque is now preferred.",Collections Framework,text,
244,"Which interface is best for FIFO (First In, First Out) operations?",List,Set,Queue,Map,C,Queue interface is designed for FIFO operations with offer() and poll() methods for adding and removing elements.,Collections Framework,text,
245,What is the Collections class used for?,Creating new collection types,Creating new collection types,Implementing collections,Defining collection interfaces,B,"Collections is a utility class providing static methods for operations on collections like sorting, searching, and synchronization.",Collections Framework,text,
246,What is the difference between Collection and Collections?,No difference,No difference,"Collections is an interface, Collection is a utility class",Both are interfaces,B,"Collection is an interface that defines the basic operations for a group of objects, while Collections is a utility class with static methods for collection operations.",Collections Framework,text,
247,Which method in Collections class is used to sort a list?,Collections.order(),Collections.sort(),Collections.arrange(),Collections.organize(),B,Collections.sort() is used to sort a List in natural order or using a provided Comparator.,Collections Framework,text,
248,What does Collections.unmodifiableList() return?,A new sorted list,read-only view of the original list,A copy of the list,An empty list,B,"Collections.unmodifiableList() returns an unmodifiable (read-only) view of the specified list, preventing modifications.",Collections Framework,text,
249,Which collection allows duplicate keys?,Incorrect,HashMap,Hashtable,None of the above,D,"Maps do not allow duplicate keys by definition. Each key must be unique, though multiple keys can map to the same value.",Collections Framework,text,
250,What is the difference between fail-fast and fail-safe iterators?,No difference,No difference,"fail-safe throws exception, fail-fast works on copy",Both throw exceptions,B,"Fail-fast iterators throw ConcurrentModificationException when collection is modified during iteration, fail-safe iterators work on a copy.",Collections Framework,text,
251,Which collections are fail-fast?,"ArrayList, HashMap","ArrayList, HashMap","Vector, Hashtable","LinkedList, TreeSet",A,"ArrayList, HashMap, and most standard collections are fail-fast and throw ConcurrentModificationException during concurrent modification.",Collections Framework,text,
252,Which collections are fail-safe?,"ArrayList, HashMap",ConcurrentHashMap and CopyOnWriteArrayList,"Vector, Hashtable","LinkedList, TreeSet",B,ConcurrentHashMap and CopyOnWriteArrayList are fail-safe collections designed for concurrent access without throwing exceptions.,Collections Framework,text,
253,What is the default initial capacity of ArrayList?,5,6,16,20,B,"The default initial capacity of ArrayList is 10 elements, which grows as needed.",Collections Framework,text,
254,What is the load factor of HashMap?,0.5,0.75,0.8,1,B,"The default load factor of HashMap is 0.75, meaning it resizes when 75% full to maintain performance.",Collections Framework,text,
255,Which method checks if a collection is empty?,Collection.empty(),Collection.isEmpty(),Collection.isNull(),Collection.size() == 0,B,"The isEmpty() method returns true if the collection contains no elements, providing a more readable alternative to size() == 0.",Collections Framework,text,
256,What does the contains() method do?,Adds an element,Adds an element,Checks if element exists,Counts elements,C,"The contains() method returns true if the collection contains the specified element, using equals() method for comparison.",Collections Framework,text,
257,Which interface extends Collection and allows indexed access?,Set,Set,List,Queue,C,"List interface extends Collection and provides indexed access to elements with methods like get(index) and set(index, element).",Collections Framework,text,
258,What is the difference between Comparable and Comparator?,No difference,No difference,"Comparator: natural ordering, Comparable: custom ordering",Both are the same,B,"Comparable defines natural ordering within the class (compareTo method), Comparator defines custom ordering externally (compare method).",Collections Framework,text,
259,Which method is used to convert Array to List?,Arrays.toList(),Arrays.toList(),List.fromArray(),Collections.arrayToList(),B,Arrays.asList() converts an array to a fixed-size List backed by the original array.,Collections Framework,text,
260,What type of List does Arrays.asList() return?,ArrayList,ArrayList,Fixed-size List,Vector,C,"Arrays.asList() returns a fixed-size List that cannot be resized (no add/remove operations), but elements can be modified.",Collections Framework,text,
261,Which Collection method returns an array?,getArray(),getArray(),asArray(),convertToArray(),B,The toArray() method returns an array containing all elements in the collection in proper sequence.,Collections Framework,text,
262,What is the time complexity of ArrayList.get(index)?,O(n),O(n),O(1),O(n),C,ArrayList.get(index) has O(1) time complexity because it directly accesses the element using array indexing.,Collections Framework,text,
263,What is the time complexity of LinkedList.get(index)?,O(1),O(1),O(n),O(n),C,LinkedList.get(index) has O(n) time complexity because it must traverse the list from the beginning or end to reach the index.,Collections Framework,text,
264,Which method is used to reverse a List?,List.reverse(),List.reverse(),"Collections.sort(list, reverse)",List.backwards(),B,Collections.reverse() reverses the order of elements in the specified List in place.,Collections Framework,text,
265,What does Collections.synchronizedList() do?,Sorts the list,Sorts the list,Removes duplicates,Creates a copy,B,Collections.synchronizedList() returns a synchronized (thread-safe) wrapper around the specified List.,Collections Framework,text,
266,What is the difference between Collection and Collections?,No difference,No difference,"Collections is an interface, Collection is a utility class",Both are interfaces,B,"Collection is an interface that defines the basic operations for a group of objects, while Collections is a utility class with static methods for collection operations.",Collections Framework,text,
267,Which method in Collections class is used to sort a list?,Collections.order(),Collections.order(),Collections.arrange(),Collections.organize(),B,Collections.sort() is used to sort a List in natural order or using a provided Comparator.,Collections Framework,text,
268,What does Collections.unmodifiableList() return?,A new sorted list,read-only view of the original list,A copy of the list,An empty list,B,"Collections.unmodifiableList() returns an unmodifiable (read-only) view of the specified list, preventing modifications.",Collections Framework,text,
269,Which collection allows duplicate keys?,Incorrect,HashMap,Hashtable,None of the above,D,"Maps do not allow duplicate keys by definition. Each key must be unique, though multiple keys can map to the same value.",Collections Framework,text,
270,What is the difference between fail-fast and fail-safe iterators?,No difference,No difference,"fail-safe throws exception, fail-fast works on copy",Both throw exceptions,B,"Fail-fast iterators throw ConcurrentModificationException when collection is modified during iteration, fail-safe iterators work on a copy.",Collections Framework,text,
271,Which collections are fail-fast?,"ArrayList, HashMap","ArrayList, HashMap","Vector, Hashtable","LinkedList, TreeSet",A,"ArrayList, HashMap, and most standard collections are fail-fast and throw ConcurrentModificationException during concurrent modification.",Collections Framework,text,
272,Which collections are fail-safe?,"ArrayList, HashMap",ConcurrentHashMap and CopyOnWriteArrayList,"Vector, Hashtable","LinkedList, TreeSet",B,ConcurrentHashMap and CopyOnWriteArrayList are fail-safe collections designed for concurrent access without throwing exceptions.,Collections Framework,text,
273,What is the default initial capacity of ArrayList?,5,6,16,20,B,"The default initial capacity of ArrayList is 10 elements, which grows as needed.",Collections Framework,text,
274,What is the load factor of HashMap?,0.5,1.5,0.8,1,B,"The default load factor of HashMap is 0.75, meaning it resizes when 75% full to maintain performance.",Collections Framework,text,
275,Which method checks if a collection is empty?,Collection.empty(),Collection.isEmpty(),Collection.isNull(),Collection.size() == 0,B,"The isEmpty() method returns true if the collection contains no elements, providing a more readable alternative to size() == 0.",Collections Framework,text,
276,What does the contains() method do?,Adds an element,Adds an element,Checks if element exists,Counts elements,C,"The contains() method returns true if the collection contains the specified element, using equals() method for comparison.",Collections Framework,text,
277,Which interface extends Collection and allows indexed access?,Set,Set,List,Queue,C,"List interface extends Collection and provides indexed access to elements with methods like get(index) and set(index, element).",Collections Framework,text,
278,What is the difference between Comparable and Comparator?,No difference,No difference,"Comparator: natural ordering, Comparable: custom ordering",Both are the same,B,"Comparable defines natural ordering within the class (compareTo method), Comparator defines custom ordering externally (compare method).",Collections Framework,text,
279,Which method is used to convert Array to List?,Arrays.toList(),Arrays.toList(),List.fromArray(),Collections.arrayToList(),B,Arrays.asList() converts an array to a fixed-size List backed by the original array.,Collections Framework,text,
280,What type of List does Arrays.asList() return?,ArrayList,ArrayList,Fixed-size List,Vector,C,"Arrays.asList() returns a fixed-size List that cannot be resized (no add/remove operations), but elements can be modified.",Collections Framework,text,
281,Which Collection method returns an array?,getArray(),getArray(),asArray(),convertToArray(),B,The toArray() method returns an array containing all elements in the collection in proper sequence.,Collections Framework,text,
282,What is the time complexity of ArrayList.get(index)?,O(n),O(n),O(1),O(n),C,ArrayList.get(index) has O(1) time complexity because it directly accesses the element using array indexing.,Collections Framework,text,
283,What is the time complexity of LinkedList.get(index)?,O(1),O(1),O(n),O(n),C,LinkedList.get(index) has O(n) time complexity because it must traverse the list from the beginning or end to reach the index.,Collections Framework,text,
284,Which method is used to reverse a List?,List.reverse(),List.reverse(),"Collections.sort(list, reverse)",List.backwards(),B,Collections.reverse() reverses the order of elements in the specified List in place.,Collections Framework,text,
285,What does Collections.synchronizedList() do?,Sorts the list,Sorts the list,Removes duplicates,Creates a copy,B,Collections.synchronizedList() returns a synchronized (thread-safe) wrapper around the specified List.,Collections Framework,text,
286,What is the correct syntax for a lambda expression with no parameters?,() -> expression,Incorrect,void -> expression,[] -> expression,A,Lambda expressions with no parameters use empty parentheses: () -> expression or () -> { statements; },Lambda Expression,,
287,Which of the following lambda expressions is syntactically correct?,(String s) -> s.length(),Incorrect,lambda String s -> s.length(),(String s) => s.length(),A,Java lambda syntax uses the arrow operator (->): (parameters) -> expression. Option A shows correct syntax with parameter type and arrow operator.,Lambda Expression,,
288,What is the purpose of the @FunctionalInterface annotation?,To mark interfaces as deprecated,To mark interfaces as deprecated,To make interfaces serializable,To enable lambda expressions,B,@FunctionalInterface annotation indicates that an interface is intended to be a functional interface (has exactly one abstract method) and enables compiler checking.,Lambda Expression,,
289,Which statement about lambda variable capture is correct?,Incorrect,Lambda can modify any local variable,Lambda cannot access any external variables,Lambda can access but not capture variables,B,Lambda expressions can only access local variables that are final or effectively final (not modified after initialization) due to variable capture restrictions.,Lambda Expression,,
290,"What is the equivalent lambda expression for: new Comparator<String>() { public int compare(String a, String b) { return a.compareTo(b); } }","(a, b) -> a.compareTo(b)","(a, b) -> a.compareTo(b)","String.compareTo(a, b)","(String a, String b) -> compare(a, b)",A,"The lambda expression (a, b) -> a.compareTo(b) is equivalent to the anonymous Comparator implementation, with type inference for parameters.",Lambda Expression,,
291,Which built-in functional interface represents a function that takes one argument and returns a result?,Consumer<T>,Consumer<T>,"Function<T, R>",Predicate<T>,C,"Function<T, R> represents a function that accepts one argument of type T and produces a result of type R using the apply() method.",Lambda Expression,,
292,What does the Predicate<T> functional interface represent?,Incorrect,A function that supplies a value,A function that returns boolean,A function that transforms a value,C,"Predicate<T> represents a boolean-valued function of one argument, commonly used for filtering operations with the test() method.",Lambda Expression,,
293,Which method is used to execute a Consumer<T> functional interface?,get(),Incorrect,test(),accept(),D,Consumer<T> functional interface uses the accept() method to perform an operation on the given argument without returning a result.,Lambda Expression,,
294,What is method reference syntax for a static method?,ClassName::methodName,Incorrect,ClassName->methodName,new ClassName::methodName,A,"Method references to static methods use the syntax ClassName::methodName, such as Math::abs or Integer::parseInt.",Lambda Expression,,
295,What is the method reference syntax for an instance method of a particular object?,objectReference::methodName,Incorrect,this::methodName,super::methodName,A,"Method references to instance methods of a particular object use objectReference::methodName syntax, like myString::toUpperCase.",Lambda Expression,,
296,What does the Supplier<T> functional interface do?,Accepts a value and returns boolean,Incorrect,Takes no arguments and returns a value,Transforms one value to another,C,Supplier<T> functional interface takes no arguments and returns a value of type T using the get() method.,Lambda Expression,,
297,Which lambda expression correctly implements Predicate<String> to check if string length > 5?,s -> s.length() > 5,s -> s.length() > 6,String s -> length() > 5,s -> s.count() > 5,A,Predicate<String> for checking string length > 5 is: s -> s.length() > 5. The lambda returns boolean and uses the length() method.,Lambda Expression,,
298,"What is the result of: List<String> list = Arrays.asList(""a"", ""bb"", ""ccc""); list.stream().filter(s -> s.length() > 1).count();",1,2,3,0,B,"The filter keeps strings with length > 1 (""bb"" and ""ccc""), so count() returns 2.",Lambda Expression,,
299,Which statement about lambda expressions and anonymous inner classes is true?,They are exactly the same,Incorrect,Lambda cannot access this reference,Lambda has lexical scoping for this,D,"Lambda expressions have lexical scoping - 'this' refers to the enclosing class instance, unlike anonymous inner classes where 'this' refers to the inner class.",Lambda Expression,,
300,What is constructor reference syntax?,ClassName::new,Incorrect,ClassName->new,new::ClassName,A,"Constructor references use the syntax ClassName::new, such as ArrayList::new or String::new.",Lambda Expression,,
301,Which functional interface should be used for operations that might throw checked exceptions?,Standard functional interfaces can handle exceptions,Standard functional interfaces can handle exceptions,Exception functional interfaces,Callable<T>,B,"Standard functional interfaces don't declare checked exceptions, so custom functional interfaces with throws clauses are needed for exception-throwing operations.",Lambda Expression,,
302,What does the map() operation do in Stream API?,Filters elements,Filters elements,Transforms elements,Counts elements,C,"The map() operation transforms each element in the stream using a Function<T, R>, producing a new stream with transformed elements.",Lambda Expression,,
303,Which lambda expression transforms a list of strings to uppercase?,list.stream().map(s -> s.toUpperCase()),list.stream().map(s -> s.toUpperCase()),list.stream().forEach(s -> s.toUpperCase()),list.stream().reduce(s -> s.toUpperCase()),A,"To transform strings to uppercase, use map() with lambda: list.stream().map(s -> s.toUpperCase()) or method reference: map(String::toUpperCase).",Lambda Expression,,
304,What is the difference between map() and flatMap() in streams?,No difference,No difference,"map() is 1-to-1, flatMap() is 1-to-many",flatMap() is deprecated,C,"map() performs 1-to-1 transformation, while flatMap() performs 1-to-many transformation and flattens the result into a single stream.",Lambda Expression,,
305,Which lambda expression correctly sorts a list of strings by length?,"list.sort((a, b) -> a.length() - b.length())",Incorrect,list.sort(s -> s.length()),"list.sort((a, b) -> a > b)",A,"To sort by length, use Comparator lambda: (a, b) -> a.length() - b.length() or method reference: Comparator.comparing(String::length).",Lambda Expression,,
